-183.266, 78.220, 1.583,  1.765
-183.252, 78.169, 1.587,  1.798
-183.238, 78.118, 1.591,  1.831
-183.224, 78.066, 1.596,  1.864
-183.211, 78.015, 1.600,  1.897
-183.196, 77.963, 1.602,  1.930
-183.182, 77.912, 1.606,  1.963
-183.167, 77.860, 1.611,  1.996
-183.152, 77.808, 1.616,  2.029
-183.138, 77.756, 1.622,  2.062
-183.123, 77.704, 1.627,  2.095
-183.109, 77.652, 1.633,  2.128
-183.094, 77.599, 1.639,  2.161
-183.080, 77.546, 1.645,  2.194
-183.066, 77.493, 1.652,  2.227
-183.051, 77.439, 1.658,  2.260
-183.037, 77.386, 1.664,  2.293
-183.023, 77.332, 1.670,  2.326
-183.009, 77.278, 1.676,  2.359
-182.995, 77.224, 1.682,  2.392
-182.981, 77.169, 1.688,  2.425
-182.967, 77.115, 1.694,  2.458
-182.953, 77.060, 1.700,  2.491
-182.939, 77.005, 1.706,  2.524
-182.924, 76.950, 1.711,  2.557
-182.909, 76.895, 1.717,  2.590
-182.894, 76.839, 1.723,  2.623
-182.879, 76.784, 1.729,  2.656
-182.864, 76.728, 1.735,  2.689
-182.850, 76.672, 1.741,  2.722
-182.835, 76.615, 1.748,  2.755
-182.821, 76.559, 1.754,  2.788
-182.807, 76.502, 1.760,  2.821
-182.793, 76.445, 1.766,  2.854
-182.779, 76.387, 1.772,  2.887
-182.765, 76.330, 1.778,  2.920
-182.751, 76.272, 1.784,  2.953
-182.737, 76.214, 1.790,  2.986
-182.723, 76.156, 1.796,  3.019
-182.710, 76.097, 1.802,  3.052
-182.696, 76.039, 1.808,  3.085
-182.683, 75.980, 1.814,  3.118
-182.668, 75.921, 1.821,  3.151
-182.654, 75.862, 1.827,  3.184
-182.639, 75.802, 1.833,  3.217
-182.625, 75.743, 1.840,  3.250
-182.611, 75.683, 1.846,  3.283
-182.597, 75.623, 1.852,  3.316
-182.583, 75.562, 1.858,  3.349
-182.569, 75.502, 1.865,  3.382
-182.556, 75.441, 1.871,  3.415
-182.543, 75.380, 1.877,  3.448
-182.529, 75.319, 1.883,  3.481
-182.516, 75.257, 1.890,  3.514
-182.503, 75.195, 1.896,  3.547
-182.491, 75.133, 1.903,  3.580
-182.478, 75.071, 1.909,  3.613
-182.465, 75.008, 1.916,  3.646
-182.453, 74.945, 1.922,  3.679
-182.439, 74.883, 1.930,  3.712
-182.425, 74.819, 1.937,  3.745
-182.412, 74.756, 1.944,  3.778
-182.398, 74.693, 1.950,  3.811
-182.385, 74.629, 1.957,  3.844
-182.372, 74.565, 1.963,  3.877
-182.360, 74.500, 1.969,  3.910
-182.347, 74.436, 1.976,  3.943
-182.335, 74.371, 1.982,  3.976
-182.322, 74.306, 1.989,  4.009
-182.310, 74.240, 1.995,  4.042
-182.299, 74.175, 2.002,  4.075
-182.287, 74.109, 2.009,  4.108
-182.275, 74.042, 2.015,  4.141
-182.264, 73.976, 2.022,  4.174
-182.251, 73.910, 2.031,  4.207
-182.238, 73.843, 2.038,  4.240
-182.225, 73.776, 2.045,  4.273
-182.213, 73.709, 2.052,  4.306
-182.200, 73.641, 2.059,  4.339
-182.188, 73.574, 2.065,  4.372
-182.177, 73.506, 2.072,  4.405
-182.165, 73.437, 2.078,  4.438
-182.154, 73.369, 2.085,  4.471
-182.143, 73.300, 2.092,  4.504
-182.132, 73.231, 2.099,  4.537
-182.121, 73.161, 2.106,  4.570
-182.110, 73.092, 2.113,  4.603
-182.100, 73.022, 2.120,  4.636
-182.090, 72.952, 2.127,  4.669
-182.078, 72.882, 2.136,  4.702
-182.066, 72.811, 2.144,  4.735
-182.054, 72.740, 2.151,  4.768
-182.043, 72.669, 2.158,  4.801
-182.032, 72.598, 2.165,  4.834
-182.021, 72.527, 2.172,  4.867
-182.010, 72.455, 2.179,  4.900
-182.000, 72.383, 2.186,  4.933
-181.990, 72.310, 2.193,  4.966
-181.980, 72.238, 2.200,  4.999
-181.970, 72.165, 2.207,  5.032
-181.961, 72.092, 2.214,  5.065
-181.952, 72.018, 2.221,  5.098
-181.943, 71.944, 2.229,  5.131
-181.932, 71.871, 2.238,  5.164
-181.921, 71.797, 2.247,  5.197
-181.910, 71.722, 2.255,  5.230
-181.900, 71.648, 2.262,  5.263
-181.889, 71.573, 2.269,  5.296
-181.880, 71.497, 2.276,  5.329
-181.870, 71.422, 2.283,  5.362
-181.861, 71.346, 2.291,  5.395
-181.852, 71.270, 2.298,  5.428
-181.843, 71.194, 2.305,  5.461
-181.835, 71.117, 2.312,  5.494
-181.826, 71.040, 2.320,  5.527
-181.819, 70.963, 2.327,  5.560
-181.811, 70.886, 2.335,  5.593
-181.801, 70.808, 2.345,  5.626
-181.791, 70.730, 2.354,  5.659
-181.781, 70.652, 2.362,  5.692
-181.772, 70.574, 2.369,  5.725
-181.763, 70.495, 2.377,  5.758
-181.754, 70.416, 2.384,  5.791
-181.746, 70.337, 2.392,  5.824
-181.738, 70.258, 2.399,  5.857
-181.730, 70.178, 2.407,  5.890
-181.722, 70.098, 2.414,  5.923
-181.715, 70.017, 2.422,  5.956
-181.709, 69.937, 2.430,  5.989
-181.702, 69.856, 2.438,  6.022
-181.693, 69.774, 2.447,  6.055
-181.684, 69.693, 2.456,  6.088
-181.675, 69.612, 2.465,  6.121
-181.667, 69.530, 2.473,  6.154
-181.658, 69.447, 2.482,  6.187
-181.650, 69.365, 2.489,  6.220
-181.643, 69.282, 2.497,  6.253
-181.636, 69.199, 2.505,  6.286
-181.629, 69.115, 2.513,  6.319
-181.623, 69.032, 2.520,  6.352
-181.617, 68.947, 2.528,  6.385
-181.611, 68.863, 2.536,  6.418
-181.603, 68.779, 2.545,  6.451
-181.594, 68.694, 2.554,  6.484
-181.586, 68.609, 2.564,  6.517
-181.578, 68.524, 2.572,  6.550
-181.570, 68.438, 2.581,  6.583
-181.563, 68.352, 2.590,  6.616
-181.556, 68.266, 2.598,  6.649
-181.549, 68.179, 2.606,  6.682
-181.543, 68.093, 2.614,  6.715
-181.537, 68.005, 2.622,  6.748
-181.532, 67.918, 2.631,  6.781
-181.527, 67.830, 2.639,  6.814
-181.519, 67.742, 2.647,  6.847
-181.511, 67.654, 2.657,  6.880
-181.503, 67.566, 2.666,  6.913
-181.496, 67.477, 2.676,  6.946
-181.488, 67.388, 2.685,  6.979
-181.482, 67.298, 2.694,  7.012
-181.475, 67.208, 2.703,  7.045
-181.469, 67.118, 2.711,  7.078
-181.465, 67.028, 2.716,  7.111
-181.461, 66.937, 2.725,  7.144
-181.458, 66.846, 2.735,  7.177
-181.454, 66.755, 2.746,  7.210
-181.452, 66.663, 2.747,  7.243
-181.452, 66.571, 2.756,  7.276
-181.452, 66.479, 2.767,  7.309
-181.451, 66.386, 2.779,  7.342
-181.451, 66.293, 2.791,  7.375
-181.450, 66.199, 2.803,  7.408
-181.449, 66.106, 2.814,  7.441
-181.448, 66.011, 2.825,  7.474
-181.447, 65.917, 2.835,  7.507
-181.445, 65.822, 2.845,  7.540
-181.443, 65.727, 2.855,  7.573
-181.444, 65.632, 2.858,  7.606
-181.445, 65.536, 2.866,  7.639
-181.447, 65.440, 2.876,  7.672
-181.448, 65.344, 2.886,  7.705
-181.449, 65.248, 2.897,  7.738
-181.450, 65.151, 2.908,  7.771
-181.450, 65.053, 2.918,  7.804
-181.451, 64.956, 2.928,  7.837
-181.451, 64.858, 2.938,  7.870
-181.450, 64.760, 2.948,  7.903
-181.450, 64.661, 2.958,  7.936
-181.452, 64.563, 2.963,  7.969
-181.454, 64.464, 2.972,  8.002
-181.457, 64.364, 2.982,  8.035
-181.459, 64.265, 2.993,  8.068
-181.461, 64.164, 3.004,  8.101
-181.463, 64.064, 3.015,  8.134
-181.465, 63.963, 3.026,  8.167
-181.466, 63.862, 3.036,  8.200
-181.467, 63.761, 3.046,  8.233
-181.467, 63.659, 3.056,  8.266
-181.470, 63.557, 3.063,  8.299
-181.473, 63.454, 3.072,  8.332
-181.477, 63.352, 3.083,  8.365
-181.480, 63.249, 3.094,  8.398
-181.483, 63.145, 3.105,  8.431
-181.483, 63.042, 3.113,  8.464
-181.483, 62.938, 3.124,  8.497
-181.483, 62.833, 3.136,  8.530
-181.483, 62.728, 3.147,  8.563
-181.483, 62.623, 3.158,  8.596
-181.487, 62.518, 3.164,  8.629
-181.487, 62.412, 3.172,  8.662
-181.485, 62.306, 3.182,  8.695
-181.483, 62.200, 3.194,  8.728
-181.484, 62.093, 3.204,  8.761
-181.486, 61.986, 3.217,  8.794
-181.485, 61.878, 3.228,  8.827
-181.485, 61.771, 3.241,  8.860
-181.485, 61.662, 3.253,  8.893
-181.485, 61.553, 3.265,  8.926
-181.488, 61.444, 3.272,  8.959
-181.488, 61.335, 3.280,  8.992
-181.485, 61.226, 3.292,  9.025
-181.487, 61.116, 3.302,  9.058
-181.486, 61.005, 3.313,  9.091
-181.487, 60.895, 3.325,  9.124
-181.486, 60.783, 3.337,  9.157
-181.486, 60.672, 3.350,  9.190
-181.486, 60.560, 3.363,  9.223
-181.488, 60.447, 3.372,  9.256
-181.488, 60.335, 3.380,  9.289
-181.486, 60.222, 3.392,  9.322
-181.487, 60.109, 3.402,  9.355
-181.489, 59.995, 3.415,  9.388
-181.488, 59.881, 3.426,  9.421
-181.487, 59.766, 3.439,  9.454
-181.487, 59.651, 3.452,  9.487
-181.488, 59.536, 3.465,  9.520
-181.488, 59.420, 3.478,  9.553
-181.491, 59.304, 3.486,  9.586
-181.490, 59.187, 3.495,  9.619
-181.488, 59.071, 3.507,  9.652
-181.489, 58.954, 3.517,  9.685
-181.488, 58.836, 3.529,  9.718
-181.489, 58.718, 3.542,  9.751
-181.490, 58.600, 3.556,  9.784
-181.490, 58.481, 3.569,  9.817
-181.490, 58.361, 3.582,  9.850
-181.492, 58.242, 3.591,  9.883
-181.492, 58.122, 3.600,  9.916
-181.490, 58.002, 3.613,  9.949
-181.491, 57.881, 3.624,  9.982
-181.490, 57.760, 3.636, 10.015
-181.491, 57.638, 3.650, 10.048
-181.490, 57.516, 3.663, 10.081
-181.490, 57.394, 3.677, 10.114
-181.493, 57.271, 3.687, 10.147
-181.492, 57.148, 3.697, 10.180
-181.490, 57.024, 3.710, 10.213
-181.491, 56.900, 3.721, 10.246
-181.493, 56.776, 3.735, 10.279
-181.492, 56.651, 3.748, 10.312
-181.492, 56.526, 3.762, 10.345
-181.492, 56.400, 3.776, 10.378
-181.492, 56.274, 3.790, 10.411
-181.494, 56.147, 3.800, 10.444
-181.494, 56.020, 3.810, 10.477
-181.492, 55.893, 3.823, 10.510
-181.492, 55.765, 3.835, 10.543
-181.494, 55.637, 3.849, 10.576
-181.494, 55.509, 3.863, 10.609
-181.493, 55.379, 3.877, 10.642
-181.493, 55.250, 3.891, 10.675
-181.496, 55.120, 3.901, 10.708
-181.495, 54.990, 3.911, 10.741
-181.493, 54.859, 3.924, 10.774
-181.494, 54.728, 3.936, 10.807
-181.495, 54.596, 3.951, 10.840
-181.495, 54.464, 3.964, 10.873
-181.495, 54.332, 3.979, 10.906
-181.495, 54.199, 3.993, 10.939
-181.497, 54.065, 4.003, 10.972
-181.497, 53.932, 4.013, 11.005
-181.495, 53.798, 4.027, 11.038
-181.495, 53.663, 4.039, 11.071
-181.495, 53.528, 4.053, 11.104
-181.495, 53.393, 4.067, 11.137
-181.495, 53.257, 4.082, 11.170
-181.495, 53.120, 4.096, 11.203
-181.497, 52.983, 4.108, 11.236
-181.497, 52.846, 4.119, 11.269
-181.494, 52.709, 4.133, 11.302
-181.495, 52.571, 4.145, 11.335
-181.496, 52.432, 4.160, 11.368
-181.496, 52.293, 4.175, 11.401
-181.496, 52.153, 4.190, 11.434
-181.496, 52.013, 4.204, 11.467
-181.499, 51.873, 4.216, 11.500
-181.498, 51.732, 4.227, 11.533
-181.496, 51.591, 4.241, 11.566
-181.496, 51.449, 4.255, 11.599
-181.497, 51.307, 4.270, 11.632
-181.497, 51.164, 4.284, 11.665
-181.497, 51.021, 4.299, 11.698
-181.500, 50.877, 4.311, 11.731
-181.499, 50.734, 4.322, 11.764
-181.497, 50.589, 4.337, 11.797
-181.498, 50.444, 4.351, 11.830
-181.497, 50.299, 4.366, 11.863
-181.498, 50.153, 4.381, 11.896
-181.498, 50.006, 4.397, 11.929
-181.500, 49.860, 4.408, 11.962
-181.499, 49.712, 4.420, 11.995
-181.497, 49.565, 4.436, 12.028
-181.498, 49.416, 4.450, 12.061
-181.499, 49.268, 4.466, 12.094
-181.499, 49.118, 4.482, 12.127
-181.499, 48.969, 4.498, 12.160
-181.498, 48.818, 4.513, 12.193
-181.501, 48.667, 4.526, 12.226
-181.500, 48.516, 4.539, 12.259
-181.498, 48.365, 4.554, 12.292
-181.498, 48.212, 4.569, 12.325
-181.499, 48.060, 4.585, 12.358
-181.499, 47.907, 4.601, 12.391
-181.499, 47.753, 4.617, 12.424
-181.501, 47.599, 4.630, 12.457
-181.500, 47.444, 4.642, 12.490
-181.498, 47.289, 4.658, 12.523
-181.499, 47.133, 4.673, 12.556
-181.500, 46.977, 4.689, 12.589
-181.500, 46.820, 4.706, 12.622
-181.499, 46.663, 4.722, 12.655
-181.501, 46.505, 4.735, 12.688
-181.501, 46.347, 4.749, 12.721
-181.499, 46.188, 4.765, 12.754
-181.499, 46.029, 4.780, 12.787
-181.500, 45.869, 4.797, 12.820
-181.500, 45.709, 4.814, 12.853
-181.502, 45.548, 4.827, 12.886
-181.502, 45.387, 4.840, 12.919
-181.500, 45.225, 4.857, 12.952
-181.500, 45.063, 4.873, 12.985
-181.500, 44.900, 4.889, 13.018
-181.500, 44.737, 4.907, 13.051
-181.500, 44.573, 4.924, 13.084
-181.502, 44.408, 4.938, 13.117
-181.501, 44.243, 4.953, 13.150
-181.499, 44.078, 4.970, 13.183
-181.500, 43.912, 4.986, 13.216
-181.500, 43.745, 5.003, 13.249
-181.500, 43.578, 5.021, 13.282
-181.503, 43.410, 5.035, 13.315
-181.501, 43.242, 5.048, 13.348
-181.499, 43.073, 5.065, 13.381
-181.500, 42.904, 5.076, 13.414
-181.501, 42.735, 5.074, 13.447
-181.501, 42.567, 5.061, 13.480
-181.501, 42.399, 5.045, 13.513
-181.503, 42.232, 5.031, 13.546
-181.502, 42.064, 5.020, 13.579
-181.500, 41.897, 5.015, 13.612
-181.501, 41.730, 5.017, 13.645
-181.500, 41.563, 5.022, 13.678
-181.500, 41.395, 5.033, 13.711
-181.502, 41.227, 5.047, 13.744
-181.501, 41.058, 5.067, 13.777
-181.499, 40.889, 5.092, 13.810
-181.499, 40.718, 5.122, 13.843
-181.500, 40.546, 5.153, 13.876
-181.500, 40.373, 5.187, 13.909
-181.500, 40.199, 5.224, 13.942
-181.502, 40.024, 5.262, 13.975
-181.501, 39.848, 5.300, 14.008
-181.500, 39.670, 5.340, 14.041
-181.500, 39.491, 5.379, 14.074
-181.500, 39.310, 5.416, 14.107
-181.500, 39.129, 5.451, 14.140
-181.502, 38.946, 5.484, 14.173
-181.501, 38.762, 5.515, 14.206
-181.499, 38.578, 5.544, 14.239
-181.500, 38.392, 5.570, 14.272
-181.500, 38.206, 5.594, 14.305
-181.500, 38.019, 5.614, 14.338
-181.502, 37.832, 5.632, 14.371
-181.501, 37.644, 5.648, 14.404
-181.500, 37.455, 5.664, 14.437
-181.500, 37.266, 5.678, 14.470
-181.500, 37.077, 5.690, 14.503
-181.502, 36.887, 5.701, 14.536
-181.501, 36.697, 5.711, 14.569
-181.499, 36.506, 5.723, 14.602
-181.499, 36.315, 5.735, 14.635
-181.499, 36.124, 5.746, 14.668
-181.498, 35.932, 5.758, 14.701
-181.500, 35.740, 5.770, 14.734
-181.499, 35.547, 5.783, 14.767
-181.498, 35.354, 5.798, 14.800
-181.498, 35.160, 5.814, 14.833
-181.498, 34.966, 5.831, 14.866
-181.498, 34.771, 5.848, 14.899
-181.500, 34.576, 5.866, 14.932
-181.499, 34.380, 5.884, 14.965
-181.497, 34.183, 5.906, 14.998
-181.498, 33.986, 5.927, 15.031
-181.497, 33.788, 5.949, 15.064
-181.499, 33.589, 5.971, 15.097
-181.498, 33.389, 5.993, 15.130
-181.497, 33.189, 6.017, 15.163
-181.497, 32.988, 6.041, 15.196
-181.497, 32.786, 6.065, 15.229
-181.497, 32.583, 6.088, 15.262
-181.499, 32.379, 6.110, 15.295
-181.498, 32.175, 6.132, 15.328
-181.497, 31.970, 6.156, 15.361
-181.497, 31.764, 6.179, 15.394
-181.496, 31.558, 6.201, 15.427
-181.498, 31.350, 6.222, 15.460
-181.497, 31.143, 6.242, 15.493
-181.496, 30.934, 6.265, 15.526
-181.496, 30.725, 6.286, 15.559
-181.495, 30.514, 6.307, 15.592
-181.497, 30.304, 6.326, 15.625
-181.496, 30.092, 6.345, 15.658
-181.495, 29.880, 6.366, 15.691
-181.495, 29.668, 6.387, 15.724
-181.494, 29.454, 6.407, 15.757
-181.496, 29.240, 6.426, 15.790
-181.495, 29.026, 6.445, 15.823
-181.494, 28.810, 6.466, 15.856
-181.494, 28.594, 6.487, 15.889
-181.493, 28.378, 6.508, 15.922
-181.495, 28.160, 6.528, 15.955
-181.494, 27.942, 6.547, 15.988
-181.493, 27.723, 6.570, 16.021
-181.493, 27.504, 6.592, 16.054
-181.492, 27.283, 6.614, 16.087
-181.494, 27.062, 6.635, 16.120
-181.493, 26.841, 6.656, 16.153
-181.492, 26.618, 6.679, 16.186
-181.492, 26.395, 6.702, 16.219
-181.491, 26.171, 6.725, 16.252
-181.493, 25.946, 6.747, 16.285
-181.492, 25.721, 6.768, 16.318
-181.491, 25.495, 6.792, 16.351
-181.490, 25.268, 6.815, 16.384
-181.490, 25.040, 6.838, 16.417
-181.492, 24.811, 6.860, 16.450
-181.491, 24.582, 6.882, 16.483
-181.489, 24.352, 6.906, 16.516
-181.489, 24.121, 6.929, 16.549
-181.489, 23.890, 6.952, 16.582
-181.490, 23.657, 6.974, 16.615
-181.489, 23.424, 6.996, 16.648
-181.488, 23.191, 7.019, 16.681
-181.488, 22.956, 7.042, 16.714
-181.487, 22.721, 7.065, 16.747
-181.488, 22.485, 7.086, 16.780
-181.487, 22.248, 7.108, 16.813
-181.486, 22.011, 7.131, 16.846
-181.485, 21.772, 7.154, 16.879
-181.487, 21.533, 7.176, 16.912
-181.486, 21.293, 7.198, 16.945
-181.484, 21.053, 7.222, 16.978
-181.484, 20.812, 7.245, 17.011
-181.483, 20.570, 7.269, 17.044
-181.485, 20.327, 7.292, 17.077
-181.484, 20.083, 7.315, 17.110
-181.484, 19.839, 7.339, 17.143
-181.483, 19.593, 7.364, 17.176
-181.485, 19.347, 7.387, 17.209
-181.484, 19.100, 7.410, 17.242
-181.483, 18.853, 7.435, 17.275
-181.482, 18.604, 7.460, 17.308
-181.483, 18.355, 7.483, 17.341
-181.482, 18.105, 7.506, 17.374
-181.480, 17.854, 7.532, 17.407
-181.480, 17.603, 7.557, 17.440
-181.481, 17.350, 7.580, 17.473
-181.480, 17.097, 7.604, 17.506
-181.478, 16.843, 7.629, 17.539
-181.478, 16.588, 7.655, 17.572
-181.479, 16.332, 7.678, 17.605
-181.478, 16.075, 7.702, 17.638
-181.476, 15.818, 7.727, 17.671
-181.476, 15.560, 7.753, 17.704
-181.477, 15.301, 7.777, 17.737
-181.476, 15.041, 7.801, 17.770
-181.474, 14.780, 7.827, 17.803
-181.473, 14.519, 7.852, 17.836
-181.475, 14.256, 7.877, 17.869
-181.473, 13.993, 7.901, 17.902
-181.473, 13.729, 7.927, 17.935
-181.473, 13.464, 7.953, 17.968
-181.471, 13.199, 7.978, 18.001
-181.471, 12.932, 8.004, 18.034
-181.471, 12.665, 8.030, 18.067
-181.471, 12.396, 8.057, 18.100
-181.472, 12.127, 8.083, 18.133
-181.471, 11.857, 8.108, 18.166
-181.470, 11.586, 8.135, 18.199
-181.467, 11.314, 8.161, 18.232
-181.467, 11.041, 8.186, 18.265
-181.468, 10.768, 8.213, 18.298
-181.467, 10.493, 8.241, 18.331
-181.468, 10.218, 8.267, 18.364
-181.467, 9.942, 8.293, 18.397
-181.466, 9.665, 8.320, 18.430
-181.465, 9.387, 8.348, 18.463
-181.463, 9.108, 8.375, 18.496
-181.462, 8.828, 8.402, 18.529
-181.462, 8.547, 8.430, 18.562
-181.463, 8.265, 8.457, 18.595
-181.462, 7.983, 8.483, 18.628
-181.461, 7.699, 8.511, 18.661
-181.460, 7.415, 8.540, 18.694
-181.460, 7.130, 8.567, 18.727
-181.459, 6.843, 8.594, 18.760
-181.458, 6.556, 8.623, 18.793
-181.459, 6.268, 8.649, 18.826
-181.457, 5.979, 8.677, 18.859
-181.456, 5.689, 8.706, 18.892
-181.455, 5.398, 8.735, 18.925
-181.456, 5.106, 8.762, 18.958
-181.454, 4.814, 8.791, 18.991
-181.453, 4.520, 8.820, 19.024
-181.454, 4.225, 8.847, 19.057
-181.453, 3.929, 8.875, 19.090
-181.451, 3.633, 8.905, 19.123
-181.450, 3.335, 8.934, 19.156
-181.450, 3.037, 8.963, 19.189
-181.449, 2.737, 8.992, 19.222
-181.448, 2.437, 9.022, 19.255
-181.449, 2.135, 9.050, 19.288
-181.447, 1.833, 9.079, 19.321
-181.446, 1.530, 9.109, 19.354
-181.447, 1.225, 9.137, 19.387
-181.445, 0.920, 9.166, 19.420
-181.444, 0.614, 9.197, 19.453
-181.443, 0.306, 9.227, 19.486
-181.443, -0.002, 9.257, 19.519
-181.442, -0.311, 9.286, 19.552
-181.440, -0.622, 9.317, 19.585
-181.441, -0.933, 9.347, 19.618
-181.440, -1.245, 9.377, 19.651
-181.438, -1.559, 9.408, 19.684
-181.436, -1.873, 9.437, 19.717
-181.435, -2.188, 9.467, 19.750
-181.434, -2.505, 9.499, 19.783
-181.435, -2.822, 9.529, 19.816
-181.434, -3.140, 9.559, 19.849
-181.432, -3.460, 9.590, 19.882
-181.433, -3.780, 9.620, 19.915
-181.432, -4.102, 9.651, 19.948
-181.430, -4.424, 9.683, 19.981
-181.428, -4.748, 9.715, 20.014
-181.429, -5.072, 9.746, 20.047
-181.427, -5.398, 9.777, 20.080
-181.426, -5.725, 9.810, 20.113
-181.423, -6.053, 9.841, 20.146
-181.422, -6.381, 9.873, 20.179
-181.421, -6.711, 9.906, 20.212
-181.422, -7.042, 9.937, 20.245
-181.422, -7.374, 9.970, 20.278
-181.422, -7.708, 10.002, 20.311
-181.419, -8.042, 10.034, 20.344
-181.417, -8.377, 10.067, 20.377
-181.416, -8.713, 10.099, 20.410
-181.416, -9.051, 10.131, 20.443
-181.414, -9.389, 10.164, 20.476
-181.413, -9.729, 10.197, 20.509
-181.413, -10.070, 10.229, 20.542
-181.412, -10.412, 10.262, 20.575
-181.410, -10.755, 10.295, 20.608
-181.410, -11.099, 10.328, 20.641
-181.409, -11.444, 10.361, 20.674
-181.408, -11.790, 10.395, 20.707
-181.405, -12.137, 10.428, 20.740
-181.404, -12.486, 10.461, 20.773
-181.403, -12.835, 10.495, 20.806
-181.403, -13.186, 10.529, 20.839
-181.402, -13.538, 10.563, 20.872
-181.400, -13.891, 10.597, 20.905
-181.398, -14.245, 10.631, 20.938
-181.397, -14.600, 10.665, 20.971
-181.397, -14.956, 10.698, 21.004
-181.396, -15.314, 10.732, 21.037
-181.394, -15.672, 10.767, 21.070
-181.394, -16.032, 10.801, 21.103
-181.392, -16.393, 10.835, 21.136
-181.391, -16.755, 10.871, 21.169
-181.388, -17.118, 10.906, 21.202
-181.386, -17.483, 10.940, 21.235
-181.385, -17.848, 10.976, 21.268
-181.385, -18.215, 11.011, 21.301
-181.383, -18.583, 11.047, 21.334
-181.382, -18.952, 11.083, 21.367
-181.381, -19.323, 11.118, 21.400
-181.380, -19.694, 11.154, 21.433
-181.377, -20.067, 11.189, 21.466
-181.376, -20.441, 11.225, 21.499
-181.375, -20.816, 11.262, 21.532
-181.375, -21.192, 11.297, 21.565
-181.374, -21.570, 11.334, 21.598
-181.372, -21.948, 11.370, 21.631
-181.370, -22.328, 11.407, 21.664
-181.367, -22.709, 11.444, 21.697
-181.367, -23.092, 11.480, 21.730
-181.365, -23.475, 11.516, 21.763
-181.363, -23.860, 11.554, 21.796
-181.362, -24.246, 11.591, 21.829
-181.360, -24.633, 11.628, 21.862
-181.360, -25.022, 11.665, 21.895
-181.358, -25.412, 11.703, 21.928
-181.357, -25.803, 11.741, 21.961
-181.353, -26.195, 11.779, 21.994
-181.352, -26.589, 11.818, 22.027
-181.350, -26.984, 11.857, 22.060
-181.349, -27.380, 11.895, 22.093
-181.348, -27.777, 11.935, 22.126
-181.347, -28.176, 11.973, 22.159
-181.346, -28.576, 12.012, 22.192
-181.344, -28.978, 12.052, 22.225
-181.341, -29.381, 12.092, 22.258
-181.339, -29.785, 12.132, 22.291
-181.338, -30.190, 12.171, 22.324
-181.336, -30.597, 12.212, 22.357
-181.334, -31.005, 12.252, 22.390
-181.333, -31.414, 12.293, 22.423
-181.331, -31.825, 12.333, 22.456
-181.328, -32.237, 12.373, 22.489
-181.326, -32.651, 12.414, 22.522
-181.324, -33.066, 12.456, 22.555
-181.323, -33.482, 12.497, 22.588
-181.322, -33.899, 12.538, 22.621
-181.321, -34.318, 12.579, 22.654
-181.320, -34.739, 12.621, 22.687
-181.317, -35.160, 12.661, 22.720
-181.314, -35.584, 12.703, 22.753
-181.312, -36.008, 12.745, 22.786
-181.310, -36.434, 12.787, 22.819
-181.308, -36.861, 12.829, 22.852
-181.306, -37.290, 12.871, 22.885
-181.305, -37.720, 12.914, 22.918
-181.303, -38.152, 12.956, 22.951
-181.300, -38.585, 12.998, 22.984
-181.297, -39.019, 13.041, 23.017
-181.295, -39.455, 13.084, 23.050
