0.000000000000000000e+00, 0.000000000000000000e+00
1.000000000000000021e-02, 5.000000000000000278e-02
2.000000000000000042e-02, 1.000000000000000056e-01
2.999999999999999889e-02, 1.504493086977780614e-01
4.000000000000000083e-02, 2.013478953806000227e-01
5.000000000000000278e-02, 2.526957290633047859e-01
5.999999999999999778e-02, 3.044927784883796340e-01
7.000000000000000666e-02, 3.567390121260362590e-01
8.000000000000000167e-02, 4.094343981742872840e-01
8.999999999999999667e-02, 4.625735010094520483e-01
1.000000000000000056e-01, 5.161477505068775562e-01
1.100000000000000006e-01, 5.701488764469667681e-01
1.199999999999999956e-01, 6.245688919652631066e-01
1.300000000000000044e-01, 6.794000782560712937e-01
1.400000000000000133e-01, 7.346349704100323397e-01
1.499999999999999944e-01, 7.902663442797344118e-01
1.600000000000000033e-01, 8.462872042792962679e-01
1.700000000000000122e-01, 9.026907720341753594e-01
1.799999999999999933e-01, 9.594704758064580563e-01
1.900000000000000022e-01, 1.016619940628771701e+00
2.000000000000000111e-01, 1.074132979086874329e+00
2.099999999999999922e-01, 1.132003582697065358e+00
2.200000000000000011e-01, 1.190225913829930482e+00
2.300000000000000100e-01, 1.248794298136679748e+00
2.399999999999999911e-01, 1.307703217438546339e+00
2.500000000000000000e-01, 1.366947303043450468e+00
2.600000000000000089e-01, 1.426521329457459908e+00
2.700000000000000178e-01, 1.486420208461543657e+00
2.800000000000000266e-01, 1.546638983526769762e+00
2.899999999999999800e-01, 1.607172824543470213e+00
2.999999999999999889e-01, 1.668017022842027464e+00
3.099999999999999978e-01, 1.729166986484851343e+00
3.200000000000000067e-01, 1.790618235810836900e+00
3.300000000000000155e-01, 1.852366399215150450e+00
3.400000000000000244e-01, 1.914407209148592637e+00
3.500000000000000333e-01, 1.976736498322058333e+00
3.599999999999999867e-01, 2.039350196102764468e+00
3.699999999999999956e-01, 2.102244325089957400e+00
3.800000000000000044e-01, 2.165414997858766455e+00
3.900000000000000133e-01, 2.228858413861728227e+00
4.000000000000000222e-01, 2.292570856478293173e+00
4.100000000000000311e-01, 2.356548690203349228e+00
4.199999999999999845e-01, 2.420788357966444426e+00
4.299999999999999933e-01, 2.485286378573999144e+00
4.400000000000000022e-01, 2.550039344267339025e+00
4.500000000000000111e-01, 2.615043918389894362e+00
4.600000000000000200e-01, 2.680296833157358449e+00
4.700000000000000289e-01, 2.745794887525041084e+00
4.799999999999999822e-01, 2.811534945147026843e+00
4.899999999999999911e-01, 2.877513932422120835e+00
5.000000000000000000e-01, 2.943728836621886114e+00
5.100000000000000089e-01, 3.010176704096393152e+00
5.200000000000000178e-01, 3.076854638553575771e+00
5.300000000000000266e-01, 3.143759799408355704e+00
5.400000000000000355e-01, 3.210889400197935561e+00
5.500000000000000444e-01, 3.278240707059888681e+00
5.600000000000000533e-01, 3.345811037269877275e+00
5.700000000000000622e-01, 3.413597757836028812e+00
5.799999999999999600e-01, 3.481598284147173761e+00
5.899999999999999689e-01, 3.549810078672319236e+00
5.999999999999999778e-01, 3.618230649708885860e+00
6.099999999999999867e-01, 3.686857550177379039e+00
6.199999999999999956e-01, 3.755688376460303068e+00
6.300000000000000044e-01, 3.824720767283244616e+00
6.400000000000000133e-01, 3.893952402636181809e+00
6.500000000000000222e-01, 3.963381002733169733e+00
6.600000000000000311e-01, 4.033004327008665513e+00
6.700000000000000400e-01, 4.102820173148850280e+00
6.800000000000000488e-01, 4.172826376156385741e+00
6.900000000000000577e-01, 4.243020807447141607e+00
7.000000000000000666e-01, 4.313401373977498565e+00
7.099999999999999645e-01, 4.383966017400901194e+00
